Start Date/Time,End Date/Time,Duration (secs)
04-Dec-2023 04:36:27,04-Dec-2023 04:38:27,120
04-Dec-2023 04:39:27,04-Dec-2023 04:42:27,180
04-Dec-2023 04:43:27,04-Dec-2023 05:13:27,1800
04-Dec-2023 05:13:27,04-Dec-2023 05:18:57,330
04-Dec-2023 05:18:57,04-Dec-2023 05:48:27,1770
04-Dec-2023 05:50:27,04-Dec-2023 05:53:27,180
05-Dec-2023 00:15:00,05-Dec-2023 00:28:00,780
05-Dec-2023 00:28:00,05-Dec-2023 00:38:30,630
05-Dec-2023 00:38:30,05-Dec-2023 00:59:00,1230
05-Dec-2023 01:06:30,05-Dec-2023 01:28:30,1320
05-Dec-2023 01:28:30,05-Dec-2023 01:52:30,1440
05-Dec-2023 01:52:30,05-Dec-2023 01:59:30,420
05-Dec-2023 01:59:30,05-Dec-2023 02:11:00,690
05-Dec-2023 02:11:00,05-Dec-2023 02:18:30,450
05-Dec-2023 02:18:30,05-Dec-2023 02:22:30,240
05-Dec-2023 02:22:30,05-Dec-2023 02:24:00,90
05-Dec-2023 02:24:00,05-Dec-2023 02:28:00,240
05-Dec-2023 02:31:00,05-Dec-2023 03:14:30,2610
05-Dec-2023 03:18:00,05-Dec-2023 03:27:00,540
05-Dec-2023 03:27:00,05-Dec-2023 03:59:00,1920
05-Dec-2023 03:59:00,05-Dec-2023 05:01:00,3720
05-Dec-2023 05:01:00,05-Dec-2023 05:08:30,450
05-Dec-2023 05:09:30,05-Dec-2023 05:13:00,210
05-Dec-2023 05:13:00,05-Dec-2023 05:18:00,300
05-Dec-2023 05:19:00,05-Dec-2023 05:54:00,2100
06-Dec-2023 00:41:56,06-Dec-2023 00:59:26,1050
06-Dec-2023 00:59:26,06-Dec-2023 01:29:56,1830
06-Dec-2023 01:29:56,06-Dec-2023 01:46:56,1020
06-Dec-2023 01:48:26,06-Dec-2023 02:04:56,990
06-Dec-2023 02:05:56,06-Dec-2023 03:07:56,3720
06-Dec-2023 03:07:56,06-Dec-2023 03:37:26,1770
06-Dec-2023 03:37:26,06-Dec-2023 04:40:26,3780
06-Dec-2023 04:40:26,06-Dec-2023 04:56:56,990
06-Dec-2023 04:57:26,06-Dec-2023 05:17:26,1200
06-Dec-2023 05:17:26,06-Dec-2023 05:53:56,2190
07-Dec-2023 01:20:25,07-Dec-2023 01:31:25,660
07-Dec-2023 01:31:25,07-Dec-2023 02:07:55,2190
07-Dec-2023 02:07:55,07-Dec-2023 02:19:25,690
07-Dec-2023 02:19:25,07-Dec-2023 02:19:55,30
07-Dec-2023 02:20:25,07-Dec-2023 02:21:55,90
07-Dec-2023 02:21:55,07-Dec-2023 02:27:55,360
07-Dec-2023 02:28:25,07-Dec-2023 02:49:25,1260
07-Dec-2023 02:49:25,07-Dec-2023 03:04:25,900
07-Dec-2023 03:04:25,07-Dec-2023 03:30:25,1560
07-Dec-2023 03:30:25,07-Dec-2023 03:42:25,720
07-Dec-2023 03:43:25,07-Dec-2023 04:37:55,3270
07-Dec-2023 04:37:55,07-Dec-2023 05:16:55,2340
07-Dec-2023 05:16:55,07-Dec-2023 05:50:55,2040
07-Dec-2023 05:51:55,07-Dec-2023 05:53:55,120
08-Dec-2023 00:44:40,08-Dec-2023 01:02:40,1080
08-Dec-2023 01:02:40,08-Dec-2023 01:05:10,150
08-Dec-2023 01:05:10,08-Dec-2023 01:16:40,690
08-Dec-2023 01:16:40,08-Dec-2023 01:21:40,300
08-Dec-2023 01:21:40,08-Dec-2023 01:23:10,90
08-Dec-2023 01:23:10,08-Dec-2023 01:38:40,930
08-Dec-2023 01:38:40,08-Dec-2023 01:54:10,930
08-Dec-2023 01:54:10,08-Dec-2023 02:05:10,660
08-Dec-2023 02:05:10,08-Dec-2023 02:17:10,720
08-Dec-2023 02:17:10,08-Dec-2023 02:42:10,1500
08-Dec-2023 02:42:10,08-Dec-2023 02:50:10,480
08-Dec-2023 02:50:10,08-Dec-2023 02:52:10,120
08-Dec-2023 02:52:10,08-Dec-2023 02:55:40,210
08-Dec-2023 02:56:10,08-Dec-2023 04:07:10,4260
08-Dec-2023 04:07:10,08-Dec-2023 04:38:10,1860
08-Dec-2023 04:38:10,08-Dec-2023 04:42:40,270
08-Dec-2023 04:42:40,08-Dec-2023 04:48:10,330
08-Dec-2023 04:48:10,08-Dec-2023 04:54:40,390
08-Dec-2023 04:54:40,08-Dec-2023 05:29:10,2070
08-Dec-2023 05:29:10,08-Dec-2023 05:54:10,1500
10-Dec-2023 00:02:02,10-Dec-2023 00:15:32,810
10-Dec-2023 00:15:32,10-Dec-2023 00:20:32,300
10-Dec-2023 00:20:32,10-Dec-2023 00:24:32,240
10-Dec-2023 00:24:32,10-Dec-2023 00:33:32,540
10-Dec-2023 00:33:32,10-Dec-2023 01:03:32,1800
10-Dec-2023 01:03:32,10-Dec-2023 01:22:02,1110
10-Dec-2023 01:22:02,10-Dec-2023 01:27:32,330
10-Dec-2023 01:27:32,10-Dec-2023 01:35:02,450
10-Dec-2023 01:35:02,10-Dec-2023 01:43:02,480
10-Dec-2023 01:43:02,10-Dec-2023 01:50:02,420
10-Dec-2023 01:50:32,10-Dec-2023 02:38:02,2850
10-Dec-2023 02:38:02,10-Dec-2023 03:08:32,1830
10-Dec-2023 03:10:02,10-Dec-2023 04:19:32,4170
10-Dec-2023 04:21:32,10-Dec-2023 04:28:32,420
10-Dec-2023 04:28:32,10-Dec-2023 04:30:32,120
10-Dec-2023 04:31:02,10-Dec-2023 04:37:02,360
10-Dec-2023 04:37:02,10-Dec-2023 04:40:32,210
10-Dec-2023 04:40:32,10-Dec-2023 05:07:32,1620
10-Dec-2023 05:10:32,10-Dec-2023 05:17:02,390
10-Dec-2023 05:17:02,10-Dec-2023 05:18:02,60
10-Dec-2023 05:18:02,10-Dec-2023 05:44:32,1590
10-Dec-2023 05:45:02,10-Dec-2023 06:09:32,1470
11-Dec-2023 23:40:38,11-Dec-2023 23:56:38,960
11-Dec-2023 23:56:38,12-Dec-2023 00:09:38,780
12-Dec-2023 00:09:38,12-Dec-2023 00:14:08,270
12-Dec-2023 00:14:08,12-Dec-2023 00:28:38,870
12-Dec-2023 00:28:38,12-Dec-2023 01:41:08,4350
12-Dec-2023 01:41:08,12-Dec-2023 01:55:38,870
12-Dec-2023 01:55:38,12-Dec-2023 03:21:08,5130
12-Dec-2023 03:21:08,12-Dec-2023 03:21:38,30
12-Dec-2023 03:21:38,12-Dec-2023 03:37:08,930
12-Dec-2023 03:37:08,12-Dec-2023 03:39:38,150
12-Dec-2023 03:43:38,12-Dec-2023 03:48:38,300
12-Dec-2023 03:48:38,12-Dec-2023 04:02:08,810
12-Dec-2023 04:04:38,12-Dec-2023 04:53:08,2910
12-Dec-2023 04:53:08,12-Dec-2023 05:12:08,1140
12-Dec-2023 05:13:08,12-Dec-2023 05:22:08,540
12-Dec-2023 05:22:08,12-Dec-2023 05:37:08,900
12-Dec-2023 05:37:08,12-Dec-2023 05:54:08,1020
13-Dec-2023 00:56:47,13-Dec-2023 01:17:47,1260
13-Dec-2023 01:17:47,13-Dec-2023 01:38:17,1230
13-Dec-2023 01:38:17,13-Dec-2023 01:52:47,870
13-Dec-2023 01:53:17,13-Dec-2023 02:08:47,930
13-Dec-2023 02:08:47,13-Dec-2023 02:26:47,1080
13-Dec-2023 02:26:47,13-Dec-2023 02:42:17,930
13-Dec-2023 02:42:17,13-Dec-2023 02:51:17,540
13-Dec-2023 02:51:17,13-Dec-2023 02:51:47,30
13-Dec-2023 02:52:17,13-Dec-2023 03:05:17,780
13-Dec-2023 03:05:17,13-Dec-2023 03:21:17,960
13-Dec-2023 03:21:17,13-Dec-2023 04:08:47,2850
13-Dec-2023 04:08:47,13-Dec-2023 04:11:17,150
13-Dec-2023 04:16:17,13-Dec-2023 04:21:17,300
13-Dec-2023 04:21:17,13-Dec-2023 04:50:47,1770
13-Dec-2023 04:50:47,13-Dec-2023 05:47:17,3390
13-Dec-2023 05:47:47,13-Dec-2023 05:54:17,390
14-Dec-2023 01:46:01,14-Dec-2023 01:54:31,510
14-Dec-2023 01:54:31,14-Dec-2023 02:10:31,960
14-Dec-2023 02:10:31,14-Dec-2023 02:14:31,240
14-Dec-2023 02:14:31,14-Dec-2023 02:32:31,1080
14-Dec-2023 02:32:31,14-Dec-2023 02:36:31,240
14-Dec-2023 02:38:01,14-Dec-2023 02:49:31,690
14-Dec-2023 02:49:31,14-Dec-2023 03:34:31,2700
14-Dec-2023 03:34:31,14-Dec-2023 03:48:31,840
14-Dec-2023 03:48:31,14-Dec-2023 04:19:31,1860
14-Dec-2023 04:19:31,14-Dec-2023 04:38:31,1140
14-Dec-2023 04:42:31,14-Dec-2023 05:16:01,2010
14-Dec-2023 05:16:01,14-Dec-2023 05:33:31,1050
14-Dec-2023 05:33:31,14-Dec-2023 05:54:01,1230
15-Dec-2023 00:38:02,15-Dec-2023 00:47:32,570
15-Dec-2023 00:49:32,15-Dec-2023 01:11:02,1290
15-Dec-2023 01:11:02,15-Dec-2023 01:17:02,360
15-Dec-2023 01:17:02,15-Dec-2023 01:25:32,510
15-Dec-2023 01:25:32,15-Dec-2023 01:31:32,360
15-Dec-2023 01:31:32,15-Dec-2023 01:42:02,630
15-Dec-2023 01:42:02,15-Dec-2023 01:45:02,180
15-Dec-2023 01:45:02,15-Dec-2023 01:53:32,510
15-Dec-2023 01:53:32,15-Dec-2023 02:01:02,450
15-Dec-2023 02:01:02,15-Dec-2023 02:06:32,330
15-Dec-2023 02:06:32,15-Dec-2023 02:11:32,300
15-Dec-2023 02:11:32,15-Dec-2023 02:25:02,810
15-Dec-2023 02:25:02,15-Dec-2023 02:27:32,150
15-Dec-2023 02:28:02,15-Dec-2023 02:41:02,780
15-Dec-2023 02:41:32,15-Dec-2023 02:59:02,1050
15-Dec-2023 02:59:02,15-Dec-2023 03:08:02,540
15-Dec-2023 03:08:02,15-Dec-2023 03:29:02,1260
15-Dec-2023 03:29:02,15-Dec-2023 03:58:02,1740
15-Dec-2023 03:59:02,15-Dec-2023 04:19:02,1200
15-Dec-2023 04:19:32,15-Dec-2023 05:11:02,3090
15-Dec-2023 05:11:02,15-Dec-2023 05:18:02,420
15-Dec-2023 05:18:32,15-Dec-2023 05:19:32,60
15-Dec-2023 05:19:32,15-Dec-2023 05:28:02,510
15-Dec-2023 05:28:02,15-Dec-2023 05:39:02,660
15-Dec-2023 05:40:02,15-Dec-2023 05:54:02,840
15-Dec-2023 23:25:54,16-Dec-2023 00:01:24,2130
16-Dec-2023 00:01:24,16-Dec-2023 00:02:54,90
16-Dec-2023 00:02:54,16-Dec-2023 00:04:24,90
16-Dec-2023 00:04:24,16-Dec-2023 00:13:24,540
16-Dec-2023 00:13:24,16-Dec-2023 00:29:54,990
16-Dec-2023 00:30:54,16-Dec-2023 00:36:54,360
16-Dec-2023 00:38:54,16-Dec-2023 00:49:24,630
16-Dec-2023 00:49:24,16-Dec-2023 01:16:54,1650
16-Dec-2023 01:16:54,16-Dec-2023 01:19:24,150
16-Dec-2023 01:19:24,16-Dec-2023 01:27:54,510
16-Dec-2023 01:27:54,16-Dec-2023 01:32:54,300
16-Dec-2023 01:36:24,16-Dec-2023 01:43:54,450
16-Dec-2023 01:43:54,16-Dec-2023 01:53:54,600
16-Dec-2023 01:53:54,16-Dec-2023 01:54:54,60
16-Dec-2023 01:56:24,16-Dec-2023 02:21:54,1530
16-Dec-2023 02:21:54,16-Dec-2023 02:48:24,1590
16-Dec-2023 02:48:24,16-Dec-2023 03:09:24,1260
16-Dec-2023 03:09:24,16-Dec-2023 03:35:24,1560
16-Dec-2023 03:37:24,16-Dec-2023 04:46:24,4140
16-Dec-2023 04:46:24,16-Dec-2023 05:08:54,1350
16-Dec-2023 05:08:54,16-Dec-2023 06:12:24,3810
16-Dec-2023 06:12:24,16-Dec-2023 06:45:24,1980
16-Dec-2023 06:46:54,16-Dec-2023 06:48:54,120
16-Dec-2023 23:14:45,16-Dec-2023 23:27:15,750
16-Dec-2023 23:27:15,17-Dec-2023 00:07:45,2430
17-Dec-2023 00:07:45,17-Dec-2023 00:08:15,30
17-Dec-2023 00:09:15,17-Dec-2023 00:10:15,60
17-Dec-2023 00:12:15,17-Dec-2023 00:59:15,2820
17-Dec-2023 00:59:15,17-Dec-2023 01:13:45,870
17-Dec-2023 01:15:15,17-Dec-2023 02:31:15,4560
17-Dec-2023 02:31:15,17-Dec-2023 02:32:45,90
17-Dec-2023 02:32:45,17-Dec-2023 02:35:15,150
17-Dec-2023 02:35:15,17-Dec-2023 02:48:45,810
17-Dec-2023 02:50:15,17-Dec-2023 03:11:15,1260
17-Dec-2023 03:11:15,17-Dec-2023 04:35:45,5070
17-Dec-2023 04:35:45,17-Dec-2023 04:54:15,1110
17-Dec-2023 04:54:15,17-Dec-2023 05:28:15,2040
17-Dec-2023 05:28:45,17-Dec-2023 05:45:45,1020
17-Dec-2023 05:46:45,17-Dec-2023 05:49:15,150
17-Dec-2023 05:50:15,17-Dec-2023 05:55:15,300
17-Dec-2023 05:55:15,17-Dec-2023 06:13:45,1110
17-Dec-2023 06:13:45,17-Dec-2023 06:43:45,1800
17-Dec-2023 06:44:15,17-Dec-2023 06:47:45,210
17-Dec-2023 06:51:45,17-Dec-2023 06:53:45,120
18-Dec-2023 00:43:35,18-Dec-2023 00:53:35,600
18-Dec-2023 00:53:35,18-Dec-2023 01:08:35,900
18-Dec-2023 01:08:35,18-Dec-2023 01:11:05,150
18-Dec-2023 01:11:05,18-Dec-2023 01:30:35,1170
18-Dec-2023 01:30:35,18-Dec-2023 01:38:05,450
18-Dec-2023 01:38:05,18-Dec-2023 01:43:35,330
18-Dec-2023 01:43:35,18-Dec-2023 02:00:35,1020
18-Dec-2023 02:00:35,18-Dec-2023 02:06:05,330
18-Dec-2023 02:06:05,18-Dec-2023 02:26:05,1200
18-Dec-2023 02:26:05,18-Dec-2023 02:28:05,120
18-Dec-2023 02:28:05,18-Dec-2023 02:58:05,1800
18-Dec-2023 02:58:05,18-Dec-2023 03:03:05,300
18-Dec-2023 03:04:35,18-Dec-2023 03:06:05,90
18-Dec-2023 03:06:05,18-Dec-2023 03:34:05,1680
18-Dec-2023 03:34:05,18-Dec-2023 04:35:35,3690
18-Dec-2023 04:35:35,18-Dec-2023 04:36:05,30
18-Dec-2023 04:36:05,18-Dec-2023 04:40:05,240
18-Dec-2023 04:44:35,18-Dec-2023 04:57:35,780
18-Dec-2023 04:57:35,18-Dec-2023 05:31:35,2040
18-Dec-2023 05:31:35,18-Dec-2023 05:54:05,1350
18-Dec-2023 23:07:27,18-Dec-2023 23:15:57,510
18-Dec-2023 23:15:57,18-Dec-2023 23:21:57,360
18-Dec-2023 23:21:57,18-Dec-2023 23:26:57,300
18-Dec-2023 23:26:57,18-Dec-2023 23:50:27,1410
18-Dec-2023 23:50:27,18-Dec-2023 23:58:57,510
18-Dec-2023 23:58:57,19-Dec-2023 00:03:57,300
19-Dec-2023 00:03:57,19-Dec-2023 00:21:57,1080
19-Dec-2023 00:23:27,19-Dec-2023 00:38:27,900
19-Dec-2023 00:38:27,19-Dec-2023 01:06:27,1680
19-Dec-2023 01:06:27,19-Dec-2023 01:20:57,870
19-Dec-2023 01:20:57,19-Dec-2023 01:23:57,180
19-Dec-2023 01:23:57,19-Dec-2023 01:26:27,150
19-Dec-2023 01:28:27,19-Dec-2023 02:08:27,2400
19-Dec-2023 02:08:27,19-Dec-2023 02:44:57,2190
19-Dec-2023 02:44:57,19-Dec-2023 04:10:57,5160
19-Dec-2023 04:10:57,19-Dec-2023 04:11:27,30
19-Dec-2023 04:11:27,19-Dec-2023 04:13:57,150
19-Dec-2023 04:13:57,19-Dec-2023 04:37:57,1440
19-Dec-2023 04:38:27,19-Dec-2023 05:39:57,3690
19-Dec-2023 05:39:57,19-Dec-2023 05:51:57,720
20-Dec-2023 00:06:55,20-Dec-2023 00:17:55,660
20-Dec-2023 00:17:55,20-Dec-2023 00:29:25,690
20-Dec-2023 00:29:25,20-Dec-2023 00:35:55,390
20-Dec-2023 00:35:55,20-Dec-2023 00:53:25,1050
20-Dec-2023 00:53:25,20-Dec-2023 00:56:55,210
20-Dec-2023 00:56:55,20-Dec-2023 01:03:55,420
20-Dec-2023 01:03:55,20-Dec-2023 01:24:55,1260
20-Dec-2023 01:24:55,20-Dec-2023 01:25:25,30
20-Dec-2023 01:25:25,20-Dec-2023 02:05:55,2430
20-Dec-2023 02:06:55,20-Dec-2023 02:32:25,1530
20-Dec-2023 02:33:25,20-Dec-2023 02:53:25,1200
20-Dec-2023 02:53:25,20-Dec-2023 03:32:55,2370
20-Dec-2023 03:32:55,20-Dec-2023 03:33:25,30
20-Dec-2023 03:34:25,20-Dec-2023 04:30:25,3360
20-Dec-2023 04:30:25,20-Dec-2023 04:38:55,510
20-Dec-2023 04:39:25,20-Dec-2023 04:41:25,120
20-Dec-2023 04:41:25,20-Dec-2023 04:58:55,1050
20-Dec-2023 04:58:55,20-Dec-2023 05:12:55,840
20-Dec-2023 05:12:55,20-Dec-2023 05:14:25,90
20-Dec-2023 05:14:25,20-Dec-2023 05:25:55,690
20-Dec-2023 05:25:55,20-Dec-2023 05:51:25,1530
20-Dec-2023 22:21:58,20-Dec-2023 22:41:28,1170
20-Dec-2023 22:41:28,20-Dec-2023 22:48:28,420
20-Dec-2023 22:48:28,20-Dec-2023 22:57:28,540
20-Dec-2023 22:57:28,20-Dec-2023 23:20:28,1380
20-Dec-2023 23:20:28,21-Dec-2023 00:19:28,3540
21-Dec-2023 00:19:28,21-Dec-2023 00:57:58,2310
21-Dec-2023 00:57:58,21-Dec-2023 02:31:58,5640
21-Dec-2023 02:31:58,21-Dec-2023 02:51:28,1170
21-Dec-2023 02:55:58,21-Dec-2023 03:52:28,3390
21-Dec-2023 03:52:28,21-Dec-2023 04:22:28,1800
21-Dec-2023 04:22:28,21-Dec-2023 05:29:28,4020
21-Dec-2023 05:29:28,21-Dec-2023 05:49:28,1200
21-Dec-2023 05:49:58,21-Dec-2023 05:50:58,60
21-Dec-2023 05:50:58,21-Dec-2023 05:53:58,180
21-Dec-2023 23:29:43,21-Dec-2023 23:47:13,1050
21-Dec-2023 23:47:13,22-Dec-2023 00:16:13,1740
22-Dec-2023 00:16:13,22-Dec-2023 00:22:13,360
22-Dec-2023 00:22:13,22-Dec-2023 00:29:13,420
22-Dec-2023 00:29:13,22-Dec-2023 00:59:43,1830
22-Dec-2023 00:59:43,22-Dec-2023 01:30:43,1860
22-Dec-2023 01:30:43,22-Dec-2023 01:52:13,1290
22-Dec-2023 02:00:43,22-Dec-2023 02:33:43,1980
22-Dec-2023 02:34:13,22-Dec-2023 02:50:13,960
22-Dec-2023 02:50:13,22-Dec-2023 03:11:43,1290
22-Dec-2023 03:11:43,22-Dec-2023 04:23:13,4290
22-Dec-2023 04:23:13,22-Dec-2023 05:03:13,2400
22-Dec-2023 05:03:13,22-Dec-2023 05:53:43,3030
23-Dec-2023 01:01:36,23-Dec-2023 01:26:06,1470
23-Dec-2023 01:26:06,23-Dec-2023 01:33:36,450
23-Dec-2023 01:33:36,23-Dec-2023 01:40:36,420
23-Dec-2023 01:40:36,23-Dec-2023 01:45:36,300
23-Dec-2023 01:45:36,23-Dec-2023 02:01:36,960
23-Dec-2023 02:02:06,23-Dec-2023 02:23:06,1260
23-Dec-2023 02:23:06,23-Dec-2023 02:27:06,240
23-Dec-2023 02:27:06,23-Dec-2023 02:37:06,600
23-Dec-2023 02:37:06,23-Dec-2023 02:50:06,780
23-Dec-2023 02:50:06,23-Dec-2023 02:51:06,60
23-Dec-2023 02:51:06,23-Dec-2023 03:04:36,810
23-Dec-2023 03:04:36,23-Dec-2023 03:18:06,810
23-Dec-2023 03:19:06,23-Dec-2023 03:57:36,2310
23-Dec-2023 03:58:06,23-Dec-2023 04:08:36,630
23-Dec-2023 04:08:36,23-Dec-2023 04:16:06,450
23-Dec-2023 04:41:36,23-Dec-2023 04:43:06,90
23-Dec-2023 04:44:06,23-Dec-2023 04:49:06,300
23-Dec-2023 04:50:06,23-Dec-2023 05:28:36,2310
23-Dec-2023 05:29:36,23-Dec-2023 05:45:06,930
23-Dec-2023 05:45:06,23-Dec-2023 06:02:06,1020
23-Dec-2023 06:02:06,23-Dec-2023 06:05:06,180
23-Dec-2023 06:05:36,23-Dec-2023 06:45:36,2400
23-Dec-2023 06:47:06,23-Dec-2023 06:54:06,420
25-Dec-2023 01:00:54,25-Dec-2023 01:14:24,810
25-Dec-2023 01:14:24,25-Dec-2023 01:37:54,1410
25-Dec-2023 01:37:54,25-Dec-2023 01:38:54,60
25-Dec-2023 01:38:54,25-Dec-2023 01:41:24,150
25-Dec-2023 01:41:24,25-Dec-2023 02:01:24,1200
25-Dec-2023 02:01:24,25-Dec-2023 02:12:54,690
25-Dec-2023 02:15:24,25-Dec-2023 02:31:54,990
25-Dec-2023 02:31:54,25-Dec-2023 02:39:54,480
25-Dec-2023 02:39:54,25-Dec-2023 02:42:54,180
25-Dec-2023 02:42:54,25-Dec-2023 03:00:24,1050
25-Dec-2023 03:00:24,25-Dec-2023 03:14:54,870
25-Dec-2023 03:14:54,25-Dec-2023 03:33:54,1140
25-Dec-2023 03:33:54,25-Dec-2023 03:45:54,720
25-Dec-2023 03:46:24,25-Dec-2023 04:39:54,3210
25-Dec-2023 04:40:54,25-Dec-2023 04:43:24,150
25-Dec-2023 04:46:24,25-Dec-2023 04:49:24,180
25-Dec-2023 04:49:24,25-Dec-2023 04:55:54,390
25-Dec-2023 04:56:24,25-Dec-2023 05:18:24,1320
25-Dec-2023 05:18:24,25-Dec-2023 06:00:24,2520
25-Dec-2023 06:00:24,25-Dec-2023 06:14:54,870
25-Dec-2023 06:14:54,25-Dec-2023 06:33:54,1140
25-Dec-2023 06:33:54,25-Dec-2023 06:52:24,1110
25-Dec-2023 06:54:54,25-Dec-2023 06:55:54,60
25-Dec-2023 06:55:54,25-Dec-2023 06:58:54,180
26-Dec-2023 00:40:31,26-Dec-2023 00:49:01,510
26-Dec-2023 00:49:31,26-Dec-2023 01:02:01,750
26-Dec-2023 01:02:01,26-Dec-2023 01:03:31,90
26-Dec-2023 01:03:31,26-Dec-2023 01:14:01,630
26-Dec-2023 01:14:01,26-Dec-2023 01:18:31,270
26-Dec-2023 01:18:31,26-Dec-2023 01:25:01,390
26-Dec-2023 01:25:31,26-Dec-2023 01:27:01,90
26-Dec-2023 01:30:01,26-Dec-2023 01:43:01,780
26-Dec-2023 01:43:01,26-Dec-2023 01:57:31,870
26-Dec-2023 01:57:31,26-Dec-2023 01:58:31,60
26-Dec-2023 01:58:31,26-Dec-2023 01:59:01,30
26-Dec-2023 01:59:31,26-Dec-2023 02:00:01,30
26-Dec-2023 02:00:01,26-Dec-2023 02:07:31,450
26-Dec-2023 02:09:31,26-Dec-2023 02:35:31,1560
26-Dec-2023 02:35:31,26-Dec-2023 03:01:31,1560
26-Dec-2023 03:01:31,26-Dec-2023 03:10:01,510
26-Dec-2023 03:10:01,26-Dec-2023 03:36:01,1560
26-Dec-2023 03:36:01,26-Dec-2023 03:36:31,30
26-Dec-2023 03:36:31,26-Dec-2023 03:49:01,750
26-Dec-2023 03:49:01,26-Dec-2023 05:00:01,4260
26-Dec-2023 05:00:01,26-Dec-2023 05:23:31,1410
26-Dec-2023 05:23:31,26-Dec-2023 05:54:01,1830
26-Dec-2023 22:41:16,26-Dec-2023 22:53:46,750
26-Dec-2023 22:53:46,26-Dec-2023 23:00:16,390
26-Dec-2023 23:01:16,26-Dec-2023 23:09:16,480
26-Dec-2023 23:09:16,26-Dec-2023 23:31:16,1320
26-Dec-2023 23:31:16,26-Dec-2023 23:37:16,360
26-Dec-2023 23:37:16,26-Dec-2023 23:43:16,360
26-Dec-2023 23:43:16,26-Dec-2023 23:44:46,90
26-Dec-2023 23:44:46,26-Dec-2023 23:47:46,180
26-Dec-2023 23:48:46,26-Dec-2023 23:49:46,60
26-Dec-2023 23:49:46,26-Dec-2023 23:57:16,450
26-Dec-2023 23:58:46,27-Dec-2023 00:27:46,1740
27-Dec-2023 00:27:46,27-Dec-2023 00:41:16,810
27-Dec-2023 00:41:16,27-Dec-2023 01:07:16,1560
27-Dec-2023 01:07:16,27-Dec-2023 01:09:16,120
27-Dec-2023 01:09:16,27-Dec-2023 02:19:46,4230
27-Dec-2023 02:19:46,27-Dec-2023 02:36:46,1020
27-Dec-2023 02:42:16,27-Dec-2023 02:55:46,810
27-Dec-2023 03:01:46,27-Dec-2023 03:06:16,270
27-Dec-2023 03:16:16,27-Dec-2023 05:30:46,8070
27-Dec-2023 05:30:46,27-Dec-2023 05:52:46,1320
27-Dec-2023 05:52:46,27-Dec-2023 05:53:46,60
27-Dec-2023 22:54:33,27-Dec-2023 23:07:03,750
27-Dec-2023 23:07:03,27-Dec-2023 23:38:33,1890
27-Dec-2023 23:38:33,27-Dec-2023 23:47:33,540
27-Dec-2023 23:47:33,27-Dec-2023 23:55:03,450
27-Dec-2023 23:55:03,28-Dec-2023 00:01:33,390
28-Dec-2023 00:01:33,28-Dec-2023 00:18:33,1020
28-Dec-2023 00:18:33,28-Dec-2023 01:22:33,3840
28-Dec-2023 01:22:33,28-Dec-2023 01:27:03,270
28-Dec-2023 01:29:33,28-Dec-2023 01:32:03,150
28-Dec-2023 01:32:03,28-Dec-2023 01:58:33,1590
28-Dec-2023 01:58:33,28-Dec-2023 03:13:33,4500
28-Dec-2023 03:13:33,28-Dec-2023 03:35:33,1320
28-Dec-2023 03:36:33,28-Dec-2023 04:48:03,4290
28-Dec-2023 04:48:03,28-Dec-2023 05:03:33,930
28-Dec-2023 05:03:33,28-Dec-2023 05:53:33,3000
28-Dec-2023 23:51:59,29-Dec-2023 00:05:59,840
29-Dec-2023 00:05:59,29-Dec-2023 00:25:29,1170
29-Dec-2023 00:25:29,29-Dec-2023 00:25:59,30
29-Dec-2023 00:25:59,29-Dec-2023 00:30:59,300
29-Dec-2023 00:30:59,29-Dec-2023 00:35:59,300
29-Dec-2023 00:35:59,29-Dec-2023 00:49:59,840
29-Dec-2023 00:49:59,29-Dec-2023 00:59:29,570
29-Dec-2023 01:00:59,29-Dec-2023 01:42:59,2520
29-Dec-2023 01:42:59,29-Dec-2023 02:00:59,1080
29-Dec-2023 02:01:29,29-Dec-2023 02:45:29,2640
29-Dec-2023 02:45:29,29-Dec-2023 02:49:59,270
29-Dec-2023 02:49:59,29-Dec-2023 03:13:29,1410
29-Dec-2023 03:13:29,29-Dec-2023 03:21:29,480
29-Dec-2023 03:31:29,29-Dec-2023 03:39:59,510
29-Dec-2023 03:40:29,29-Dec-2023 03:44:29,240
29-Dec-2023 03:50:29,29-Dec-2023 03:55:29,300
29-Dec-2023 03:57:29,29-Dec-2023 05:01:59,3870
29-Dec-2023 05:01:59,29-Dec-2023 05:21:29,1170
29-Dec-2023 05:21:29,29-Dec-2023 05:26:59,330
29-Dec-2023 05:26:59,29-Dec-2023 05:32:29,330
29-Dec-2023 05:32:29,29-Dec-2023 06:13:59,2490
29-Dec-2023 06:14:59,29-Dec-2023 06:49:59,2100
29-Dec-2023 06:50:59,29-Dec-2023 07:03:59,780
29-Dec-2023 07:03:59,29-Dec-2023 07:05:59,120
29-Dec-2023 07:05:59,29-Dec-2023 07:07:59,120
29-Dec-2023 07:07:59,29-Dec-2023 07:20:59,780
29-Dec-2023 23:38:07,29-Dec-2023 23:52:07,840
29-Dec-2023 23:52:07,29-Dec-2023 23:54:37,150
29-Dec-2023 23:54:37,30-Dec-2023 00:03:37,540
30-Dec-2023 00:03:37,30-Dec-2023 00:09:07,330
30-Dec-2023 00:09:07,30-Dec-2023 00:13:07,240
30-Dec-2023 00:13:07,30-Dec-2023 00:25:07,720
